,Book_name,writers,rating,description,url,num_ratings,num_reviews,info_book,publicacion
62,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David Brooks,4.12,"NEW YORK TIMES BESTSELLER • A practical, heartfelt guide to the art of truly knowing another person in order to foster deeper connections at home, at work, and throughout our lives—from the author of The Road to Character and The Second Mountain

“More than a guide to better conversations, it’s a blueprint for a more connected and humane way of living. It’s a must-read for anyone looking to deepen their relationships and broaden their perspectives.”—Bill Gates, GatesNotes (Summer Reading Pick)

As David Brooks observes, “There is one skill that lies at the heart of any healthy person, family, school, community organization, or society: the ability to see someone else deeply and make them feel seen—to accurately know another person, to let them feel valued, heard, and understood.”

And yet we humans don’t do this well. All around us are people who feel invisible, unseen, misunderstood. In , Brooks sets out to help us do better, posing questions that are essential for all of us: If you want to know a person, what kind of attention should you cast on them? What kind of conversations should you have? What parts of a person’s story should you pay attention to?

Driven by his trademark sense of curiosity and his determination to grow as a person, Brooks draws from the fields of psychology and neuroscience and from the worlds of theater, philosophy, history, and education to present a welcoming, hopeful, integrated approach to human connection. How to Know a Person helps readers become more understanding and considerate toward others, and to find the joy that comes from being seen. Along the way it offers a possible remedy for a society that is riven by fragmentation, hostility, and misperception.

The act of seeing another person, Brooks argues, is profoundly creative: How can we look somebody in the eye and see something large in them, and in turn, see something larger in ourselves? is for anyone searching for connection, and yearning to be understood.",https://www.goodreads.com/book/show/112974860-how-to-know-a-person,"22,690","2,661","304 pages, Hardcover"," First published October 24, 2023"
63,Hidden Potential: The Science of Achieving Greater Things,Adam M. Grant,4.12,"#1 New York Times Bestseller“This brilliant book will shatter your assumptions about what it takes to improve and succeed. I wish I could go back in time and gift it to my younger self. It would’ve helped me find a more joyful path to progress.” —Serena Williams, 23-time Grand Slam singles tennis championThe #1 New York Times bestselling author of Think Again illuminates how we can elevate ourselves and others to unexpected heights.We live in a world that’s obsessed with talent. We celebrate gifted students in school, natural athletes in sports, and child prodigies in music. But admiring people who start out with innate advantages leads us to overlook the distance we ourselves can travel. We underestimate the range of skills that we can learn and how good we can become. We can all improve at improving. And when opportunity doesn’t knock, there are ways to build a door.Hidden Potential offers a new framework for raising aspirations and exceeding expectations. Adam Grant weaves together groundbreaking evidence, surprising insights, and vivid storytelling that takes us from the classroom to the boardroom, the playground to the Olympics, and underground to outer space. He shows that progress depends less on how hard you work than how well you learn. Growth is not about the genius you possess—it’s about the character you develop. Grant explores how to build the character skills and motivational structures to realize our own potential, and how to design systems that create opportunities for those who have been underrated and overlooked.Many writers have chronicled the habits of superstars who accomplish great things. This book reveals how anyone can rise to achieve greater things. The true measure of your potential is not the height of the peak you’ve reached, but how far you’ve climbed to get there.",https://www.goodreads.com/book/show/157095669-hidden-potential,"33,258","2,473","304 pages, Hardcover"," First published October 24, 2023"
64,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,4.06,"Minimalism is the art of knowing how much is just enough. Digital minimalism applies this idea to our personal technology. It's the key to living a focused life in an increasingly noisy world.

In this timely and enlightening book, the bestselling author of Deep Work introduces a philosophy for technology use that has already improved countless lives.

Digital minimalists are all around us. They're the calm, happy people who can hold long conversations without furtive glances at their phones. They can get lost in a good book, a woodworking project, or a leisurely morning run. They can have fun with friends and family without the obsessive urge to document the experience. They stay informed about the news of the day, but don't feel overwhelmed by it. They don't experience ""fear of missing out"" because they already know which activities provide them meaning and satisfaction.

Now, Newport gives us a name for this quiet movement, and makes a persuasive case for its urgency in our tech-saturated world. Common sense tips, like turning off notifications, or occasional rituals like observing a digital sabbath, don't go far enough in helping us take back control of our technological lives, and attempts to unplug completely are complicated by the demands of family, friends and work. What we need instead is a thoughtful method to decide what tools to use, for what purposes, and under what conditions.

Drawing on a diverse array of real-life examples, from Amish farmers to harried parents to Silicon Valley programmers, Newport identifies the common practices of digital minimalists and the ideas that underpin them. He shows how digital minimalists are rethinking their relationship to social media, rediscovering the pleasures of the offline world, and reconnecting with their inner selves through regular periods of solitude. He then shares strategies for integrating these practices into your life, starting with a thirty-day ""digital declutter"" process that has already helped thousands feel less overwhelmed and more in control.

Technology is intrinsically neither good nor bad. The key is using it to support your goals and values, rather than letting it use you. This book shows the way.",https://www.goodreads.com/book/show/40672036-digital-minimalism,"85,745","9,208","302 pages, Kindle Edition"," First published January 1, 2019"
65,Slow Productivity: The Lost Art of Accomplishment Without Burnout,Cal Newport,3.7,"Do fewer things. Work at a natural pace. Obsess over quality.

From the New York Times bestselling author of Digital Minimalism and Deep Work, a groundbreaking philosophy for pursuing meaningful accomplishment while avoiding overload.

Our current definition of “productivity” is broken. It pushes us to treat busyness as a proxy for useful effort, leading to impossibly lengthy task lists and ceaseless meetings. We’re overwhelmed by all we have to do and on the edge of burnout, left to decide between giving into soul-sapping hustle culture or rejecting ambition altogether. But are these really our only choices?

Long before the arrival of pinging inboxes and clogged schedules, history’s most creative and impactful philosophers, scientists, artists, and writers mastered the art of producing valuable work with staying power. In this timely and provocative book, Cal Newport harnesses the wisdom of these traditional knowledge workers to radically transform our modern jobs. Drawing from deep research on the habits and mindsets of a varied cast of storied thinkers—from Galileo and Isaac Newton, to Jane Austen and Georgia O’Keefe—Newport lays out the key principles of “slow productivity,” a more sustainable alternative to the aimless overwhelm that defines our current moment. Combining cultural criticism with systematic pragmatism, Newport deconstructs the absurdities inherent in standard notions of productivity, and then provides step-by-step advice for workers to replace them with a slower, more humane alternative.

From the aggressive rethinking of workload management, to introducing seasonal variation, to shifting your performance toward long-term quality, Slow Productivity provides a roadmap for escaping overload and arriving instead at a more timeless approach to pursuing meaningful accomplishment. The world of work is due for a new revolution. Slow productivity is exactly what we need.",https://www.goodreads.com/book/show/197773418-slow-productivity,"13,426","1,593","244 pages, Hardcover"," First published March 5, 2024"
66,Chip War: The Fight for the World's Most Critical Technology,Chris Miller,4.43,"An epic account of the decades-long battle to control what has emerged as the world's most critical resource—microchip technology—with the United States and China increasingly in conflict.

You may be surprised to learn that microchips are the new oil—the scarce resource on which the modern world depends. Today, military, economic, and geopolitical power are built on a foundation of computer chips. Virtually everything— from missiles to microwaves, smartphones to the stock market — runs on chips. Until recently, America designed and built the fastest chips and maintained its lead as the #1 superpower. Now, America's edge is slipping, undermined by competitors in Taiwan, Korea, Europe, and, above all, China. Today, as reveals, China, which spends more money each year importing chips than it spends importing oil, is pouring billions into a chip-building initiative to catch up to the US. At stake is America's military superiority and economic prosperity.

Economic historian Chris Miller explains how the semiconductor came to play a critical role in modern life and how the U.S. become dominant in chip design and manufacturing and applied this technology to military systems. America's victory in the Cold War and its global military dominance stems from its ability to harness computing power more effectively than any other power. But here, too, China is catching up, with its chip-building ambitions and military modernization going hand in hand. America has let key components of the chip-building process slip out of its grasp, contributing not only to a worldwide chip shortage but also a new Cold War with a superpower adversary that is desperate to bridge the gap.

Illuminating, timely, and fascinating, shows that, to make sense of the current state of politics, economics, and technology, we must first understand the vital role played by chips.",https://www.goodreads.com/book/show/60321447-chip-war,"28,893","2,673","464 pages, Hardcover"," First published October 4, 2022"
67,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,3.78,"Rachel Hollis points out the pitfalls, challenges, and excuses that stop us from achieving our aspirations.

Rachel Hollis has seen it too often: Women not living into their full potential. They feel a tugging on their hearts for something more, but they’re afraid of embarrassment, of falling short of perfection, of not being enough.

In Girl, Stop Apologizing, #1 New York Times bestselling author and founder of a multimillion-dollar media company Rachel Hollis sounds a wake-up call. She knows that many women have been taught to define themselves in light of other people—whether as wife, mother, daughter, or employee—instead of learning how to own who they are and what they want.

In this book, Hollis helps you to:

• identify the excuses to let go of,
• the behaviors to adopt,
• and the skills to acquire on the path to growth, confidence, and believing in yourself.

Hollis shares stories and principles with raw honesty that inspires her readers to discover and take the practical steps that will put them on a lifelong path of personal growth.

is the life- changing guide you need to dump your excuses, embrace your dreams, set boundaries, and gain real confidence in life.",https://www.goodreads.com/book/show/40591267-girl-stop-apologizing,"86,684","6,465","216 pages, Hardcover"," First published March 5, 2019"
68,Be Useful: Seven Tools for Life,Arnold Schwarzenegger,4.13,"The seven rules to follow to realize your true purpose in life—distilled by Arnold Schwarzenegger from his own journey of ceaseless reinvention and extraordinary achievement, and available for absolutely anyone.

The world’s greatest bodybuilder. The world’s highest-paid movie star. The leader of the world’s sixth-largest economy. That these are the same person sounds like the setup to a joke, but this is no joke. This is Arnold Schwarzenegger. And this did not happen by accident.
 
Arnold’s stratospheric success happened as part of a process. As the result of clear vision, big thinking, hard work, direct communication, resilient problem-solving, open-minded curiosity, and a commitment to giving back. All of it guided by the one lesson Arnold’s father hammered into him above be useful. As Arnold conquered every realm he entered, he kept his father’s adage close to his heart.
 
Written with his uniquely earnest, blunt, powerful voice, Be Useful takes readers on an inspirational tour through Arnold’s tool kit for a meaningful life. He shows us how to put those tools to work, in service of whatever fulfilling future we can dream up for ourselves. He brings his insights to vivid life with compelling personal stories, life-changing successes and life-threatening failures alike—some of them famous; some told here for the first time ever.
 
Too many of us struggle to disconnect from our self-pity and connect to our purpose. At an early age, Arnold forged the mental tools to build the ladder out of the poverty and narrow-mindedness of his rural Austrian hometown, tools he used to add rung after rung from there. Now he shares that wisdom with all of us. As he puts it, no one is going to come rescue you—you only have yourself. The good news, it turns out, is that you are all you need.",https://www.goodreads.com/book/show/125063314-be-useful,"22,859","2,501","288 pages, Hardcover"," First published October 10, 2023"
69,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,4.12,"To find the keys to greatness, Collins's 21-person research team read and coded 6,000 articles, generated more than 2,000 pages of interview transcripts and created 384 megabytes of computer data in a five-year project. The findings will surprise many readers and, quite frankly, upset others.

The Challenge
Built to Last, the defining management study of the nineties, showed how great companies triumph over time and how long-term sustained performance can be engineered into the DNA of an enterprise from the very beginning.

But what about the company that is not born with great DNA? How can good companies, mediocre companies, even bad companies achieve enduring greatness?

The Study
For years, this question preyed on the mind of Jim Collins. Are there companies that defy gravity and convert long-term mediocrity or worse into long-term superiority? And if so, what are the universal distinguishing characteristics that cause a company to go from good to great?

The Standards
Using tough benchmarks, Collins and his research team identified a set of elite companies that made the leap to great results and sustained those results for at least fifteen years. How great? After the leap, the good-to-great companies generated cumulative stock returns that beat the general stock market by an average of seven times in fifteen years, better than twice the results delivered by a composite index of the world's greatest companies, including Coca-Cola, Intel, General Electric, and Merck.

The Comparisons
The research team contrasted the good-to-great companies with a carefully selected set of comparison companies that failed to make the leap from good to great. What was different? Why did one set of companies become truly great performers while the other set remained only good?

The Findings
The findings of the Good to Great study will surprise many readers and shed light on virtually every area of management strategy and practice. The findings include:
Level 5 Leaders: The research team was shocked to discover the type of leadership required to achieve greatness.

The Hedgehog Concept (Simplicity within the Three Circles): To go from good to great requires transcending the curse of competence.

A Culture of Discipline: When you combine a culture of discipline with an ethic of entrepreneurship, you get the magical alchemy of great results. Technology Accelerators: Good-to-great companies think differently about the role of technology.

The Flywheel and the Doom Loop: Those who launch radical change programs and wrenching restructurings will almost certainly fail to make the leap.",https://www.goodreads.com/book/show/76865.Good_to_Great,"250,059","6,317","300 pages, Hardcover"," First published November 1, 2001"
70,"Zero to One: Notes on Startups, or How to Build the Future","Blake Masters, Peter Thiel",4.15,"If you want to build a better future, you must believe in secrets.

The great secret of our time is that there are still uncharted frontiers to explore and new inventions to create. In Zero to One, legendary entrepreneur and investor Peter Thiel shows how we can find singular ways to create those new things.

Thiel begins with the contrarian premise that we live in an age of technological stagnation, even if we’re too distracted by shiny mobile devices to notice. Information technology has improved rapidly, but there is no reason why progress should be limited to computers or Silicon Valley. Progress can be achieved in any industry or area of business. It comes from the most important skill that every leader must master: learning to think for yourself.

Doing what someone else already knows how to do takes the world from 1 to n, adding more of something familiar. But when you do something new, you go from 0 to 1. The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won’t make a search engine. Tomorrow’s champions will not win by competing ruthlessly in today’s marketplace. They will escape competition altogether, because their businesses will be unique.

Zero to One presents at once an optimistic view of the future of progress in America and a new way of thinking about innovation: it starts by learning to ask the questions that lead you to find value in unexpected places.",https://www.goodreads.com/book/show/18050143-zero-to-one,"366,969","9,405","195 pages, Hardcover"," First published September 16, 2014"
71,The Lean Startup,Eric Ries,4.11,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched.

Eric Ries defines a startup as an organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business.



The Lean Startup approach fosters companies that are both more capital efficient and that leverage human creativity more effectively. Inspired by lessons from lean manufacturing, it relies on ""validated learning,"" rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute.

Rather than wasting time creating elaborate business plans, offers entrepreneurs - in companies of all sizes - a way to test their vision continuously, to adapt and adjust before it's too late. Ries provides a scientific approach to creating and managing successful startups in a age when companies need to innovate more than ever.",https://www.goodreads.com/book/show/10127019-the-lean-startup,"341,268","4,736","299 pages, Hardcover"," First published January 1, 2011"
72,How to Win Friends & Influence People,Dale Carnegie,4.22,"You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!

Since its release in 1936, How to Win Friends and Influence People has sold more than 30 million copies. Dale Carnegie's first book is a timeless bestseller, packed with rock-solid advice that has carried thousands of now famous people up the ladder of success in their business and personal lives.

As relevant as ever before, Dale Carnegie's principles endure, and will help you achieve your maximum potential in the complex and competitive modern age.

Learn the six ways to make people like you, the twelve ways to win people to your way of thinking, and the nine ways to change people without arousing resentment.",https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People,"1,042,965","26,575","288 pages, Paperback"," First published October 1, 1936"
73,The 4-Hour Workweek,Timothy Ferriss,3.92,"What do you do? Tim Ferriss has trouble answering the question. Depending on when you ask this controversial Princeton University guest lecturer, he might answer: ""I race motorcycles in Europe."" ""I ski in the Andes."" ""I scuba dive in Panama."" ""I dance tango in Buenos Aires."" He has spent more than five years learning the secrets of the New Rich, a fast-growing subculture who has abandoned the ""deferred-life plan"" and instead mastered the new currencies-time and mobility-to create luxury lifestyles in the here and now. Whether you are an overworked employee or an entrepreneur trapped in your own business, this book is the compass for a new and revolutionary world.

Join Tim Ferriss as he teaches you:
- How to outsource your life to overseas virtual assistants for $5 per hour and do whatever you want?
- How blue-chip escape artists travel the world without quitting their jobs?
- How to eliminate 50% of your work in 48 hours using the principles of a forgotten Italian economist?
- How to trade a long-haul career for short work bursts and freuent ""mini-retirements""?
- What the crucial difference is between absolute and relative income?
- How to train your boss to value performance over presence, or kill your job (or company) if it's beyond repair?
- What automated cash-flow ""muses"" are and how to create one in 2 to 4 weeks?
- How to cultivate selective ignorance-and create time-with a low-information diet?
- What the management secrets of Remote Control CEOs are?
- How to get free housing worldwide and airfare at 50-80% off?
- How to fill the void and create a meaningful life after removing work and the office",https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek,"310,695","9,616","308 pages, ebook"," First published June 25, 2007"
74,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.1,"Why do you do what you do?

Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their success over and over?

People like Martin Luther King Jr., Steve Jobs, and the Wright Brothers might have little in common, but they all . It was their natural ability to start with why that enabled them to inspire those around them and to achieve remarkable things.

In studying the leaders who've had the greatest influence in the world, Simon Sinek discovered that they all think, act, and communicate in the exact same way—and it's the complete opposite of what everyone else does. Sinek calls this powerful idea The Golden Circle, and it provides a framework upon which organizations can be built, movements can be lead, and people can be inspired. And it all starts with WHY.

Any organization can explain it does; some can explain they do it; but very few can clearly articulate . WHY is not money or profit—those are always results. WHY does your organization exist? WHY does it do the things it does? WHY do customers really buy from one company or another? WHY are people loyal to some leaders, but not others?

Starting with WHY works in big business and small business, in the nonprofit world and in politics. Those who start with WHY never manipulate, they inspire. And the people who follow them don't do so because they have to; they follow because they want to.

Drawing on a wide range of real-life stories, Sinek weaves together a clear vision of what it truly takes to lead and inspire. This book is for anyone who wants to inspire others or who wants to find someone to inspire them.",https://www.goodreads.com/book/show/7108725-start-with-why,"239,952","10,828","256 pages, Hardcover"," First published October 29, 2009"
75,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,4.22,"A lot of people talk about how great it is to start a business, but only Ben Horowitz is brutally honest about how hard it is to run one.

In The Hard Thing About Hard Things, Ben Horowitz, cofounder of Andreessen Horowitz and one of Silicon Valley's most respected and experienced entrepreneurs, draws on his own story of founding, running, selling, buying, managing, and investing in technology companies to offer essential advice and practical wisdom for navigating the toughest problems business schools don't cover. His blog has garnered a devoted following of millions of readers who have come to rely on him to help them run their businesses. A lifelong rap fan, Horowitz amplifies business lessons with lyrics from his favorite songs and tells it straight about everything from firing friends to poaching competitors, from cultivating and sustaining a CEO mentality to knowing the right time to cash in.

His advice is grounded in anecdotes from his own hard-earned rise—from cofounding the early cloud service provider Loudcloud to building the phenomenally successful Andreessen Horowitz venture capital firm, both with fellow tech superstar Marc Andreessen (inventor of Mosaic, the Internet's first popular Web browser). This is no polished victory lap; he analyzes issues with no easy answers through his trials, including demoting (or firing) a loyal friend;
whether you should incorporate titles and promotions, and how to handle them;
if it's OK to hire people from your friend's company; how to manage your own psychology, while the whole company is relying on you; what to do when smart people are bad employees; why Andreessen Horowitz prefers founder CEOs, and how to become one; whether you should sell your company, and how to do it.

Filled with Horowitz's trademark humor and straight talk, and drawing from his personal and often humbling experiences, The Hard Thing About Hard Things is invaluable for veteran entrepreneurs as well as those aspiring to their own new ventures.",https://www.goodreads.com/book/show/18176747-the-hard-thing-about-hard-things,"99,131","4,144","304 pages, Hardcover"," First published October 1, 2014"
76,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.11,"Rich Dad Poor Dad is Robert's story of growing up with two dads — his real father and the father of his best friend, his ""rich dad"" — and the ways in which both men shaped his thoughts about money and investing. The book explodes the myth that you need to earn a high income to be rich and explains the difference between working for money and having your money work for you.",https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,"655,301","24,937","195 pages, Paperback"," First published April 8, 1997"
77,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Jim Collins, Stephen R. Covey",4.16,7 zakonet e njerëzve të suksesshëm,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,"769,519","15,446","372 pages, Paperback"," First published January 1, 1989"
78,Rework,"Jason Fried, David Heinemeier Hansson",3.98,"Most business books give you the same old advice: Write a business plan, study the competition, seek investors, yadda yadda. If you're looking for a book like that, put this one back on the shelf.

Rework shows you a better, faster, easier way to succeed in business. Read it and you'll know why plans are actually harmful, why you don't need outside investors, and why you're better off ignoring the competition. The truth is, you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses. 

What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive, how to get exposure without breaking the bank, and tons more counterintuitive ideas that will inspire and provoke you.

With its straightforward language and easy-is-better approach, is the perfect playbook for anyone who’s ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs they hate, victims of ""downsizing,"" and artists who don’t want to starve anymore will all find valuable guidance in these pages.",https://www.goodreads.com/book/show/6732019-rework,"169,421","5,140","279 pages, Hardcover"," First published January 1, 2010"
79,Never Split the Difference: Negotiating as if Your Life Depended on It,"Chris Voss, Tahl Raz",4.36,"A former FBI hostage negotiator offers a new, field-tested approach to negotiating – effective in any situation.

After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a kidnapping negotiator brought him face-to-face with bank robbers, gang leaders, and terrorists. Never Split the Difference takes you inside his world of high-stakes negotiations, revealing the nine key principles that helped Voss and his colleagues succeed when it mattered the most – when people’s lives were at stake.

Rooted in the real-life experiences of an intelligence professional at the top of his game, will give you the competitive edge in any discussion.",https://www.goodreads.com/book/show/123857637-never-split-the-difference,"176,719","10,788","288 pages, Paperback"," First published May 17, 2016"
80,The E-myth Revisited,Michael E. Gerber,4.07,Small business coaching.,https://www.goodreads.com/book/show/81948.The_E_myth_Revisited,"89,692","2,915","269 pages, Unknown Binding"," First published September 1, 1985"
81,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.01,"From the bestselling author of The Bomber Mafia: discover Malcolm Gladwell's breakthrough debut and explore the science behind viral trends in business, marketing, and human behavior.
The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas.",https://www.goodreads.com/book/show/2612.The_Tipping_Point,"828,626","16,569","301 pages, Paperback"," First published January 1, 2002"
82,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,4.47,"In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.

In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from Japan. Selling the shoes from the trunk of his lime green Plymouth Valiant, Knight grossed $8,000 his first year. Today, Nike’s annual sales top $30 billion. In an age of startups, Nike is the of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today.

But Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. At 24, after backpacking around the world, he decided to take the unconventional path, to start his own business—a business that would be dynamic,

Knight details the many risks and daunting setbacks that stood between him and his dream—along with his early triumphs. Above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything.",https://www.goodreads.com/book/show/27220736-shoe-dog,"323,069","19,421","400 pages, Hardcover"," First published April 24, 2016"
83,Outliers: The Story of Success,Malcolm Gladwell,4.19,"Learn what sets high achievers apart — from Bill Gates to the Beatles — in this #1 bestseller from ""a singular talent"" (New York Times Book Review).

In this stunning book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""—the best and the brightest, the most famous and the most successful. He asks the question: what makes high-achievers different?

His answer is that we pay too much attention to what successful people are like, and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band.

Brilliant and entertaining, is a landmark work that will simultaneously delight and illuminate.",https://www.goodreads.com/book/show/3228917-outliers,"815,883","33,564","309 pages, Hardcover"," First published November 18, 2008"
84,Darkly,Marisha Pessl,3.99,"A must-read thriller that will keep you guessing until the very last page from the New York Times bestselling author of Night Film.

There’s nothing special about Dia Gannon. So why was she chosen for an opportunity everyone would kill for?

“Pessl is gargantuan: wildly smart, extremely surprising, a wordsmith, a queen. Read her.” —E. Lockhart, #1 New York Times bestselling author of We Were Liars

Arcadia “Dia” Gannon has been obsessed with Louisiana Veda, the game designer whose obsessive creations and company, Darkly, have gained a cultlike following. Dia is shocked when she’s chosen for a highly-coveted internship, along with six other teenagers from around the world. Why her? Dia has never won anything in her life.

Darkly, once a game-making empire renowned for its ingenious and utterly terrifying toys and games, now lies dormant after Veda’s mysterious death. The remaining games are priced like rare works of art, with some fetching millions of dollars at auction.

As Dia and her fellow interns delve into the heart of Darkly, they discover hidden symbols, buried clues, and a web of intrigue. Who are these other teens, and what secrets do they keep? Why were any of them really chosen? The answers lie within the twisted labyrinth of Darkly—a chilling and addictive read by Marisha Pessl.

This summer will be the most twisted Darkly game of all.",https://www.goodreads.com/book/show/208430757-darkly,386,168,"416 pages, Hardcover"," First published November 26, 2024"
85,Hilda and Twig: Hide from the Rain,Luke Pearson,4.58,"A brand-new adventure featuring our favourite blue-haired heroine Hilda, and her trusty deerfox companion Twig.

Hilda and Twig would never let a bit of rain get in the way of an adventure, but it’s different when your forest exploration is interrupted by a BIG storm.

Sheltering in a mysterious mound in the earth, Twig quickly realises that trouble is afoot, and that his best blue-haired friend is in danger. Unfortunately, he’s never really thought of himself as the brave one, but it looks like he’s going to have to step up and save Hilda from a whole load of big, scaly trouble!

Dive into this magical comic as we follow our lovable pair on a soggy adventure.",https://www.goodreads.com/book/show/209617070-hilda-and-twig,72,14,"56 pages, Hardcover"," First published November 5, 2024"
86,Alice in a Winter Wonderland,Jan Brett,3.9,"A striking rendition of Alice in Wonderland transported to a shimmering Alaskan tundra, in Jan Brett's rich signature style.When Alice spies a white rabbit checking his pocket watch before hippity-hopping down a crevasse in an Alaskan glacier, she knows she must follow him. And so she pops down the rabbit hole, into a world of absurd personalities, topsy-turvy action, and laugh-out-loud silliness. Favorite characters like Cheshire Cat and the Duchess and King and Queen come to life as vibrant animals native to Alaska making this classic tale shine through a fresh lens, certain to appeal to readers of all ages.",https://www.goodreads.com/book/show/209192682-alice-in-a-winter-wonderland,31,8,"40 pages, Hardcover"," First published November 26, 2024"
87,The Bletchley Riddle,"Steve Sheinkin, Ruta Sepetys",4.18,"A stunning collaboration between award-winning and bestselling authors Ruta Sepetys and Steve Sheinkin, this middle grade historical adventure follows two siblings at Bletchley Park, the home of WWII codebreakers, as they try to unravel a mystery surrounding their mother’s death.

Remember, you are bound by the Official Secrets Act…

Summer, 1940. Nineteen-year-old Jakob Novis and his quirky younger sister Lizzie share a love of riddles and puzzles. And now they’re living inside of one. The quarrelsome siblings find themselves amidst one of the greatest secrets of World War II—Britain’s eccentric codebreaking factory at Bletchley Park. As Jakob joins Bletchley’s top minds to crack the Nazi's Enigma cipher, fourteen-year-old Lizzie embarks on a mission to solve the mysterious disappearance of their mother.

The Battle of Britain rages and Hitler’s invasion creeps closer. And at the same time, baffling messages and codes arrive on their doorstep while a menacing inspector lurks outside the gates of the Bletchley mansion. Are the messages truly for them, or are they a trap? Could the riddles of Enigma and their mother's disappearance be somehow connected? Jakob and Lizzie must find a way to work together as they race to decipher clues which unravel a shocking puzzle that presents the ultimate challenge:",https://www.goodreads.com/book/show/205064698-the-bletchley-riddle,"2,591",611,"400 pages, Hardcover"," First published October 8, 2024"
88,Let It Glow,"Marissa Meyer, Joanne Levy",4.01,"When Aviva Davis and Holly Martin meet at the holiday pageant tryouts for their local senior’s center, they think they must be seeing double. While they both knew they were adopted, they had no idea they had a biological sibling, let alone an identical twin! The similarities are only skin deep, though, because while Aviva has a big personality and even bigger Broadway plans, Holly is more the quiet dreamer type who longs to become a famous author like her grandfather.

One thing the girls do have in common is their curiosity about how the other celebrates the holidays. What better way to discover the magic of the holidays than to experience them firsthand? The girls secretly trade lives, planning to stage a dramatic reveal to their families at the pageant. Two virtual strangers swapping homes, holidays, and age-old traditions–what could possibly go wrong?",https://www.goodreads.com/book/show/203056389-let-it-glow,536,159,"256 pages, Paperback"," First published October 1, 2024"
